coursecode,coursename,gsc,credits,tag,crn,avail_seats,max_seats,time,day,location,instructor,notes
CRES 520,Restorative Justice,,4.00 cr.,,11715,2,2,1800-2050,r,TBA TBA,Frener N,$M
AEIS 107,Read Academ Discourse,,4.00 cr.,,10156,0,22,1400-1550,mw,123 MCK,Butler B,!Aa
ANTH 431,Plants and People,,4.00 cr.,Lecture,16368,42,80,1530-1650,mw,229 MCK,Gallagher D,
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,12567,13,28,1100-1150,w,47 COL,tba,
ARCH 470,Building Construction,,4.00 cr.,+ Lab,10420,0,16,1000-1150,t,104 PAC,tba,M
ARCH 383,Architectural Des III,,6.00 cr.,,10363,4,17,1300-1650,mwf,TBA,tba,!$M
COLT 232,Literature and Film,1 IC,4.00 cr.,+ Dis,16509,9,20,1300-1350,r,119 FEN,tba,
HIST 527,Top Europe Ideas & Soc,,4.00 cr.,,16526,5,5,1400-1520,mw,185 LIL,McCole J,
ARTD 378,Multimedia Design I,,5.00 cr.,,10684,5,15,0800-1050,tr,283M LA,Park J,!$AM
EC 201,Intro Econ Analy Micro,2,4.00 cr.,+ Dis,11869,5,49,1000-1050,f,232 LIL,tba,
ENVS 203,Intro Env Stu: Hum,1,4.00 cr.,+ Dis,12169,21,24,1500-1550,f,102 PETR,tba,A
ARTS 609,Term Creative Proj MFA,,1.00-12.00 cr.,,10840,10,10,tba,tba,tba,STAFF,$
ARTD 410,Interactive Spaces,,4.00 cr.,,17065,17,18,1200-1450,tr,124 MR2,tba,!$AM
EC 405,Reading,,1.00-21.00 cr.,,11922,10,10,tba,tba,tba,STAFF,
ARTC 199,Special Studies,,1.00-5.00 cr.,,10642,20,20,tba,tba,tba,STAFF,$
ENG 401,Research,,1.00-12.00 cr.,,12105,15,15,tba,tba,tba,STAFF,!
CH 601,Research,,1.00-16.00 cr.,,11403,10,10,tba,tba,tba,STAFF,
BI 211,Gen Biol I: Cells,3,4.00 cr.,+ Lab,10956,18,23,1500-1650,w,111 HUE,tba,a
DAN 601,Research,,1.00-16.00 cr.,,11802,10,10,tba,tba,tba,STAFF,
ARTO 606,Special Problems,,1.00-8.00 cr.,,10770,10,10,tba,tba,tba,STAFF,$
FR 405,Reading,,1.00-6.00 cr.,,12450,10,10,tba,tba,tba,STAFF,A
ENVS 345,Environmental Ethics,1,4.00 cr.,Lecture,12177,0,60,1000-1120,mw,105 ESL,Morar N,!$h
ASIA 611,Top Critic App Asian,,1.00 cr.,,10849,9,10,1000-1120,f,353 PLC,Vu T,a
CDS 609,Prac Extern,,1.00-16.00 cr.,,11226,30,30,tba,tba,tba,Boettcher S,
BI 403,Thesis,,1.00-12.00 cr.,,11080,10,10,tba,tba,tba,STAFF,
ACTG 609,Practicum,,1.00-3.00 cr.,,10133,10,10,tba,tba,tba,STAFF,p
CHN 601,Research,,1.00-10.00 cr.,,11491,20,20,tba,tba,tba,STAFF,
ART 381,Letterpress,,4.00 cr.,,10628,0,16,1200-1450,mw,190 LA,Childers R,!$AM
DANC 184,Ballroom I,,1.00 cr.,,11823,49,60,1800-1850,mw,350 GRX,tba,$A
BI 607,Sem Ecology & Evol,,1.00 cr.,,11186,73,76,1300-1350,t,110 WIL,Wood M,
ARCH 423,Media for Design Devel,,3.00 cr.,,10392,0,12,1400-1550,tr,278 LA,Utsey G,!M
CH 401,Res Surfaces/Interface,,1.00-16.00 cr.,,11353,2,2,tba,tba,tba,Richmond G,k
FIN 406,Special Problems,,1.00-4.00 cr.,,12367,20,20,tba,tba,tba,STAFF,
HBRW 311,Biblical Narrative,,4.00 cr.,,12704,7,12,1400-1550,mw,358 SC,Green D,!
ARTS 601,Research,,1.00-12.00 cr.,,10834,10,10,tba,tba,tba,STAFF,$
FR 490,Top Mongo Beti,,4.00 cr.,,16021,10,15,1600-1850,r,119 FEN,Djiffack A,!A
AAD 252,Art & Gender,1 IP,4.00 cr.,,10060,0,40,tba,,WEB,Tanenbaum B,W
AFR 605,Reading,,1.00-4.00 cr.,,16817,5,5,tba,tba,tba,STAFF,d
ARTC 404,Intern Firing Mentors,,1.00-12.00 cr.,,10650,20,20,tba,tba,tba,STAFF,A
FR 150,Cul Legacies France,1 IC,4.00 cr.,+ Dis,12431,0,0,1800-1850,w,199 ESL,tba,!A
BA 101,Intro to Business,2,4.00 cr.,,10865,264,283,0800-0950,tr,182 LIL,Dusseau D,AG
ARH 359,History of Photography,1,4.00 cr.,,16823,0,66,1200-1320,tr,166 LA,Amstutz N,
ENVS 203,Intro Env Stu: Hum,1,4.00 cr.,+ Dis,12166,11,24,1200-1250,f,199 ESL,tba,A
ARTD 250,Print Media Digit Arts,,4.00 cr.,+ Lab,10669,0,19,1800-1950,tr,101A MCK,tba,Ab
ARTM 605,Reading,,1.00-6.00 cr.,,10747,10,10,tba,tba,tba,STAFF,
ASIA 405,Reading,,1.00-6.00 cr.,,10843,10,10,tba,tba,tba,STAFF,
ART 401,Research,,1.00-12.00 cr.,,10629,10,10,tba,tba,tba,STAFF,$
ENVS 602,Superv College Teach,,1.00-5.00 cr.,,12200,25,25,tba,tba,tba,STAFF,
AAA 604,Internship,,1.00-12.00 cr.,,10024,5,5,tba,tba,tba,STAFF,
INTL 605,Reading,,1.00-12.00 cr.,,13089,10,10,tba,tba,tba,STAFF,
ARTS 409,Term Creative Proj BFA,,1.00-12.00 cr.,,10828,10,10,tba,tba,tba,STAFF,$
BI 402,Superv College Teach,,1.00-6.00 cr.,,11077,12,12,tba,tba,tba,Hulslander C,
BI 601,Res Fungal Ecology,,1.00-16.00 cr.,,11132,10,10,tba,tba,tba,Carroll G,
BI 507,Sem Marine Biology,,2.00 cr.,,11113,17,24,1530-1650,f,OIMB,Maslakova S,
EDST 609,Prac Supervised Teach,,4.00-12.00 cr.,,12028,10,10,tba,tba,tba,Heffernan J,M
EC 421,Intro Econometrics,,4.00 cr.,+ Lab,11929,1,32,1600-1720,t,442 MCK,tba,
CH 531,Inorganic Chemistry,,4.00 cr.,,11396,17,17,1000-1050,mf,331 KLA,Tyler D,
FLR 583,Folk & Myth Brit Isles,,4.00 cr.,,16558,0,15,1200-1320,tr,206 FR,Dugaw D,
AAD 551,Community Cultur Devel,,4.00 cr.,,10082,23,25,1300-1650,f 10/14,249 LA,Flood B,!MPV
FLR 404,Internship,,1.00-6.00 cr.,,12400,10,10,tba,tba,tba,STAFF,
GEOG 142,Human Geography,2 IC,4.00 cr.,Lecture,12471,98,140,1000-1120,tr,129 MCK,Cohen S,U
ARTM 457,Top Adv Production,,4.00 cr.,,10741,0,15,1200-1450,tr,101C ART,Kivarkis A,!$AM
ENVS 203,Intro Env Stu: Hum,1,4.00 cr.,Lecture,12161,124,192,1000-1120,tr,123 GSH,Wald S,!AhkU
AAAP 410,Fund of Historic Pres,,4.00 cr.,,16792,9,10,0900-1150,f,263 LA,Carter L,M
INTL 510,TransNatnl Migration,,1.00 cr.,,16539,8,10,0830-0950,tr,30 PAC,Yarris K,
FLR 510,Religion and Ecology,,4.00 cr.,,16975,21,40,1400-1520,mw,110 WIL,Baumann J,
ART 115,Surface| Space| & Time,,4.00 cr.,Lecture,10603,66,107,1200-1350,t,115 LA,Michlig C,$AMb
ARTC 609,Term Creative Proj MFA,,1.00-12.00 cr.,,10660,10,10,tba,tba,tba,STAFF,$
CH 401,Res Organic Mol Recog,,1.00-16.00 cr.,,11367,5,5,tba,tba,tba,Pluth M,k
BI 132,Intro Animal Behavior,3,4.00 cr.,+ Dis,10946,0,22,1100-1150,t,130 HUE,Schlenoff D,a
CPSY 612,Professional Ethics,,3.00 cr.,,11702,34,36,1300-1550,m,276 ED,Kerewsky S,M
ACTG 211,Intro Accounting I,,4.00 cr.,,10098,0,53,1200-1350,tr,30 PAC,Tomcal M,!AY
ANTH 362,Human Biol Variation,3 IP,4.00 cr.,Lecture,16359,23,80,1200-1320,mw,125 MCK,Ulibarri L,!
EC 570,Monetary Policy,,4.00 cr.,,16252,0,80,1200-1320,tr,128 CHI,Thoma M,
IST 609,Terminal Project,,1.00-9.00 cr.,,13101,10,10,tba,tba,tba,STAFF,
ENG 605,Reading,,1.00-16.00 cr.,,12132,40,40,tba,tba,tba,STAFF,
ARTD 510,Motion Graphics,,4.00 cr.,,17001,4,18,1200-1450,mw,125 MR2,Park J,!$AM
GEOG 608,Workshop,,1.00 cr.,,12558,35,35,1200-1250,m,206 CON,Cohen S,
CLAS 314,Gen & Sex in Antiquity,1 IP,4.00 cr.,,16741,0,40,1100-1150,mwf,107 ESL,Calhoon C,
HPHY 212,Evid| Infer| & Biostat,,4.00 cr.,+ Dis,12867,1,20,1600-1650,t,B012 ONY,tba,BL
EC 101,Contemp Econ Issues,2,4.00 cr.,+ Dis,11862,2,40,1300-1350,f,301 GER,tba,
ARTF 406,Special Problems,,1.00-8.00 cr.,,10723,10,10,tba,tba,tba,STAFF,$
ACTG 211,Intro Accounting I,,4.00 cr.,,10100,16,60,1600-1750,tr,212 LIL,Brandt P,!AY
AAD 503,Thesis,,1.00-9.00 cr.,,10075,10,10,tba,tba,tba,STAFF,M
ENVS 225,Intro to Food Studies,2 IC,4.00 cr.,Lecture,12170,52,125,1400-1520,tr,240A MCK,Wooten S,
BE 325,Glob/Legal/Soc Env Bus,,4.00 cr.,,10916,45,92,1600-1750,tr,128 CHI,Malekafzali F,AM
HUM 101,Humanities I,1,4.00 cr.,+ Dis,12992,12,25,1100-1150,r,373 MCK,Bhattacharya S,
ARTC 401,Research,,1.00-12.00 cr.,,10646,10,10,tba,tba,tba,STAFF,$
GEOG 141,Natural Environment,3,4.00 cr.,+ Dis,12463,19,22,1000-1050,t,206 CON,tba,
HIST 619,Dissertat Prospectus,,5.00 cr.,,12860,15,15,tba,tba,tba,STAFF,
HPHY 112,The Science of Health,3,4.00 cr.,+ Dis,17134,15,25,1500-1550,t,471 MCK,tba,
ARH 204,Hist Western Art I,1,4.00 cr.,+ Dis,10542,12,25,1400-1450,r,241 LA,tba,
DAN 607,Seminar,,1.00 cr.,,11809,9,10,1400-1550,tr,156 GRX,Craig J,
ANTH 171,Intro Monkeys & Apes,3,4.00 cr.,+ Lab,10235,14,15,0800-0850,f,368 CON,tba,
BI 401,Res Sensory Processing,,1.00-16.00 cr.,,11046,10,10,tba,tba,tba,Takahashi T,
CLAS 110,Classical Mythology,1 IP,4.00 cr.,+ Dis,11624,2,25,1200-1250,r,132 GSH,tba,
AIM 665,Project Management,,3.00 cr.,,16575,20,20,tba,9/05-10/21,WEB,McFall K,!$PTWV
FHS 406,Sp Pr Fld Study Adv,,1.00-12.00 cr.,,12247,33,120,tba,tba,tba,Warren K,$M
AEIS 110,Intro Academic Writing,,4.00 cr.,,10166,18,18,1200-1350,mw,475 MCK,Morris J,!Aa
ENG 208,Shakespeare,1,4.00 cr.,,12068,0,7,1200-1320,mw,360 CON,tba,
HPHY 609,Prac Athl Train Precep,,1.00-15.00 cr.,,12985,15,15,tba,tba,tba,Golden G,
ENVS 225,Intro to Food Studies,2 IC,4.00 cr.,+ Dis,12173,9,21,1200-1250,f,189 PLC,tba,
BI 557,Top Deep Sea Ecology,,4.00-8.00 cr.,,16843,1,16,0800-1450,m,OIMB,Young C,$
EDST 231,Teaching in the 21st C,,4.00 cr.,,12001,0,28,1000-1150,tr,248 GER,Fitch K,
GEOG 611,Theory & Prac Geog I,,4.00 cr.,,16469,10,10,1600-1720,mw,207 CON,Murphy A,M
GEOL 605,Reading,,1.00-16.00 cr.,,12636,20,20,tba,tba,tba,STAFF,
EC 360,Iss Industrial Organiz,2,4.00 cr.,,11915,23,90,1400-1520,mw,125 MCK,McKenzie T,!G
DAN 605,Reading,,1.00-16.00 cr.,,11804,10,10,tba,tba,tba,STAFF,
HIST 104,World History,2 IC,4.00 cr.,+ Dis,12785,22,25,1600-1650,r,123 LLCN,tba,
EC 202,Intro Econ Analy Macro,2,4.00 cr.,+ Dis,16129,48,48,1500-1550,f,246 GER,tba,Q
CRWR 645,MFA Fiction Workshop,,6.00 cr.,,11751,14,15,1400-1650,r,111 ALDR,Celona M,AMb
BI 401,Res Cell Devel Neuro,,1.00-16.00 cr.,,11060,10,10,tba,tba,tba,Washbourne P,
BI 406,Field Studies,,1.00-9.00 cr.,,11086,10,10,tba,,OIMB,STAFF,
CH 401,Res Molec Struc/Dynam,,1.00-16.00 cr.,,11349,2,2,tba,tba,tba,Kellman M,k
GEOG 594,Spatial Analysis,,4.00 cr.,+ Lab,16774,0,0,1400-1550,w,442 MCK,tba,
ENG 385,Graphic Nar & Cul Theo,1,4.00 cr.,,12099,0,30,1400-1520,tr,105 PETR,Gilroy A,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11310,0,0,1200-1450,f,109 KLA,Greenbowe T,A
BI 401,Res Tropical Disease,,1.00-16.00 cr.,,11048,10,10,tba,tba,tba,Weeks J,
INTL 605,Reading,,1.00-12.00 cr.,,13091,10,10,tba,tba,tba,STAFF,M
ARH 510,Arch & Modernity,,4.00 cr.,,16665,31,33,1000-1120,tr,166 LA,Eggener K,
CIS 110,Fluency with Info Tech,3,4.00 cr.,+ Lab,11513,15,32,1300-1350,w,026 KLA,tba,
EC 201,Intro Econ Analy Micro,2,4.00 cr.,Lecture,11866,153,244,1600-1720,mw,156 STB,Birk E,Gc
EC 333,Resour & Envir Ec Iss,2,4.00 cr.,,11912,39,88,1600-1720,mw,242 GER,Wilson K,!G
ES 399,Sp St Sex/Gend Af Amer,,4.00 cr.,,16899,22,33,1000-1120,tr,131 GSH,Cheney C,
HPHY 333,Motor Control,,4.00 cr.,+ Lab,12915,0,16,1200-1350,w,075B KLA,tba,M
DANC 185,African Dance,,1.00 cr.,,11825,29,40,1300-1350,tr,350 GRX,Honka R,$A
ARTD 251,Time-Based Digit Arts,,4.00 cr.,+ Lab,10676,19,20,1800-1950,tr,383 LA,tba,Ab
BA 240,Managing Business Info,,4.00 cr.,+ Lab,10880,43,55,0900-0950,f,225 CHI,tba,AY
BA 605,Reading,,1.00-16.00 cr.,,10915,15,15,tba,tba,tba,STAFF,p
ANTH 161,Intro Cultural Anth,2 IC,4.00 cr.,+ Dis,10210,11,15,0900-0950,f,260 CON,tba,U
ANTH 150,World Archaeology,2 IC,4.00 cr.,+ Dis,10208,0,15,1300-1350,r,204 CON,tba,
BI 603,Dissertation,,1.00-16.00 cr.,,11174,100,100,tba,tba,tba,STAFF,
CIS 543,User Interfaces,,4.00 cr.,,17101,4,5,1000-1120,mw,144 HED,Hornof A,
ARCH 620,Res Meth Sustain Des,,2.00-4.00 cr.,,10528,8,8,1000-1250,t,405A LA,Kwok A,!
INTL 403,Thesis,,1.00-12.00 cr.,,13074,10,10,tba,tba,tba,STAFF,M
CDS 605,Reading,,1.00-3.00 cr.,,11221,10,10,tba,tba,tba,STAFF,
ENVS 401,Research,,1.00-12.00 cr.,,12182,5,5,tba,tba,tba,STAFF,
FHS 409,Prac Human Services,,1.00-3.00 cr.,,12280,44,60,tba,tba,tba,Belcher D,$i
GRK 403,Thesis,,1.00-5.00 cr.,,12697,10,10,tba,tba,tba,STAFF,
ANTH 406,Special Problems,,1.00-21.00 cr.,,10314,30,30,tba,tba,tba,STAFF,
FHS 409,Prac Outdoor School,,1.00-3.00 cr.,,12277,40,40,tba,tba,tba,Belcher D,!$c
ENVS 225,Intro to Food Studies,2 IC,4.00 cr.,+ Dis,12172,6,21,1100-1150,f,248 GER,tba,
BI 211,Gen Biol I: Cells,3,4.00 cr.,+ Lab,10963,1,23,1100-1250,w,129 HUE,tba,a
ARCH 461,Structural Behavior,,4.00 cr.,+ Lab,10413,0,13,1000-1150,r,101A MCK,tba,M
CIS 409,Prac Supv Consulting,,1.00-2.00 cr.,,11573,10,10,tba,tba,tba,Hennessy M,
BI 588,Evolutionary Processes,,4.00 cr.,,11125,4,5,1600-1720,mw,199 ESL,Streisfeld M,
INTL 240,Persp Intl Development,2 IC,4.00 cr.,+ Dis,13050,6,28,1100-1150,f,166 LA,tba,
CH 461,Biochemistry,,4.00 cr.,+ Dis,11389,11,43,1300-1350,r,331 KLA,Nolen B,
CFT 609,Prac Micro Counseling,,1.00 cr.,,11248,29,30,1000-1120,m,189 PLC,Linville-Knobelspiesse D,M
ARCH 606,Sp Pr Digital Practice,,1.00 cr.,,17104,10,10,tba,tba,tba,Donofrio M,!M
ENG 200,Pub Speak Liberal Art,,4.00 cr.,,16545,0,12,1200-1250,mwf,191 ANS,Horton K,!
CPSY 607,Sem Doc Res Family Psy,,1.00-5.00 cr.,,11690,8,9,1000-1150,f,117 ED,Skowron E,M
GER 608,Coll Doctoral Present,,1.00-2.00 cr.,,12686,5,5,tba,tba,tba,STAFF,
CRWR 225,Kidd Tutorial I,,4.00 cr.,+ Dis,16770,2,10,1400-1550,m,248 PLC,tba,Ab
GER 610,Teaching Methodology,,4.00 cr.,,12693,12,12,1400-1520,mw,345 MCK,Vogel M,
ARH 210,Cntmp Asian Art & Arch,1 IC,4.00 cr.,+ Dis,16666,10,25,1200-1250,m,241 LA,tba,
CDS 625,Final Full-Time Prac,,1.00-15.00 cr.,,11230,10,10,tba,tba,tba,Boettcher S,
ARCH 609,Prac Off Campus Exper,,3.00-4.00 cr.,,10521,18,20,tba,tba,tba,Poticha O,
EALL 407,Sem 2nd Lang Spch Lrng,,4.00 cr.,,16067,5,10,1400-1650,m,217 FR,Idemaru K,
EDLD 609,Prac Literacy Lead I,,1.00 cr.,,11975,30,30,tba,tba,tba,STAFF,a
HPHY 362,Tissue Injury & Repair,,4.00 cr.,+ Lab,12925,3,22,1200-1350,t,6 SRC,tba,M
ARTP 409,Term Creative Proj BFA,,1.00-12.00 cr.,,10787,10,10,tba,tba,tba,STAFF,$
ARTP 281,Intro Painting I,,4.00 cr.,,10776,0,17,1200-1450,tr,151 LA,Vandenburgh L,!$ABM
ARH 510,Art & Politics,,4.00 cr.,,16821,9,10,0900-1020,mf,241 LA,Harper J,
GEOL 101,Earth's Dynam Interior,3,4.00 cr.,+ Lab,15993,15,28,0900-0950,r,47 COL,tba,
AAAP 610,Principles Adapt Reuse,,3.00 cr.,,16945,9,10,1400-1520,mw,WSB,tba,
FHS 410,Incl Env Erly Chld I,,2.00 cr.,,12287,17,25,tba,,WEB,Pribble L,!MW
ES 101,Intro Ethnic Studies,2 AC,4.00 cr.,+ Dis,12211,25,25,1600-1650,w,111 ALDR,Rognlie D,
ANTH 470,Stat Analy Biol Anth,,4.00 cr.,+ Lab,16742,2,10,1200-1350,m,445 MCK,White F,
BI 401,Res Drosophila Neurobi,,1.00-16.00 cr.,,11052,10,10,tba,tba,tba,Doe C,
BI 601,Res Phyto Eco Ocean,,1.00-16.00 cr.,,11147,10,10,tba,tba,tba,Wood M,
AAAP 503,Thesis,,1.00-9.00 cr.,,10033,15,15,tba,tba,tba,STAFF,
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11274,0,0,1600-1850,t,115 KLA,Greenbowe T,A
GER 605,Reading,,1.00-16.00 cr.,,12684,10,10,tba,tba,tba,STAFF,
CIS 314,Computer Organization,,4.00 cr.,+ Dis,11557,0,28,1600-1650,m,026 KLA,tba,M
ES 101,Intro Ethnic Studies,2 AC,4.00 cr.,Lecture,12209,136,200,1000-1120,mw,123 PAC,Cheney C,U
BI 401,Res Evolution of Devel,,1.00-16.00 cr.,,11065,10,10,tba,,OIMB,Maslakova S,
ENVS 406,Field Studies,,1.00-12.00 cr.,,12186,10,10,tba,tba,tba,STAFF,
EDST 614,Cultural Context of Ed,,4.00 cr.,,12029,24,25,0900-1250,f,144 HED,Goode J,M
ARCH 570,Building Construction,,4.00 cr.,+ Lab,10481,7,13,1600-1750,t,278 LA,tba,M
GRK 511,Top Pindar,,4.00 cr.,,12701,4,6,1200-1250,mwf,358 SC,Eckerman C,
BA 315,Ec/Ind & Compet Analy,,4.00 cr.,,10887,25,60,1000-1150,mw,132 LIL,Romero P,!ANdY
CHN 603,Dissertation,,1.00-16.00 cr.,,11493,10,10,tba,tba,tba,STAFF,
HIST 607,Sem Writing History,,5.00 cr.,,12854,10,12,1500-1750,m,471 MCK,Sheridan G,
AEIS 102,Adv Academic Oral Comm,,4.00 cr.,,10149,0,18,1400-1550,mw,122 MCK,Diem R,!Aa
CIS 122,Intro Prg & Prob Solv,4,4.00 cr.,+ Lab,11532,4,20,0900-0950,w,026 KLA,tba,
BI 132,Intro Animal Behavior,3,4.00 cr.,+ Dis,10948,0,23,1300-1350,t,130 HUE,Schlenoff D,a
HIST 320,High Mid Ages Europe,2,4.00 cr.,,16424,18,50,0900-0950,mwf,30 PAC,Wolverton L,
GEOG 481,GIScience I,,4.00 cr.,+ Lab,12514,0,20,1000-1150,t,442 MCK,tba,
CRWR 445,Adv Fiction Writing,,4.00 cr.,,16712,6,15,1400-1650,r,627 PLC,tba,!Ab
HPHY 321,Human Anatomy I,,5.00 cr.,+ Lab,12879,0,20,1200-1350,m,053 KLA,tba,b
GEOG 606,Field Studies,,1.00-16.00 cr.,,12554,10,10,tba,tba,tba,STAFF,
EC 399,Sp St Health Econ,,4.00 cr.,,16232,74,90,1600-1720,tr,302 GER,Nguyen T,Gd
BI 510,Tropical Marine Ecol,,4.00 cr.,Lecture,11115,4,5,1400-1520,tr,201 CON,Wood M,
CIS 507,Sem Career/Internships,,2.00 cr.,,11591,0,0,1530-1650,w,220 DES,Wills E,
AAAP 410,Field Recording Mthods,,3.00 cr.,,10029,7,10,1000-1120,mw,101 VOL,Sardell S,M
ARCH 491,Envir Control Sys I,,4.00 cr.,,10443,6,6,1600-1750,tr,WSB,tba,!Mp
CDS 558,Audiol Disorders & Tx,,4.00 cr.,,16746,10,10,1730-1920,mw,220 HED,Swem K,
EDST 199,Sp St Multicul Scholar,,1.00 cr.,,17048,35,35,1800-1850,r,121 CAR,Hall J,
FR 590,Top Mongo Beti,,4.00 cr.,,16022,10,15,1600-1850,r,119 FEN,Djiffack A,A
FR 150,Cul Legacies France,1 IC,4.00 cr.,+ Dis,12429,21,25,1100-1150,f,193 ANS,tba,A
BI 211,Gen Biol I: Cells,3,4.00 cr.,+ Lab,10966,0,23,0800-0950,r,129 HUE,tba,a
HPHY 112,The Science of Health,3,4.00 cr.,+ Dis,17136,1,25,1400-1450,w,471 MCK,tba,
INTL 410,Dev & Conflict Res,,4.00 cr.,,13079,24,30,1400-1650,f,30 PAC,Macdonald N,
ARCH 383,Architectural Des III,,6.00 cr.,,10364,5,17,1300-1650,mwf,TBA,tba,!$M
GEOL 201,Earth's Interior Heat,3,4.00 cr.,+ Lab,12584,3,22,0900-1050,t,47 COL,tba,
HPHY 211,Medical Terminology,,3.00 cr.,,12865,2,150,1200-1320,tr,101 LLCS,Hopkins R,B
ARCH 450,Spatial Composition,,4.00 cr.,+ Dis,10405,0,17,1030-1120,w,TBA,tba,M
HIST 401,Research,,1.00-9.00 cr.,,12822,9,10,tba,tba,tba,STAFF,
CDS 542,Anat/Phys Speech Mech,,4.00 cr.,,11214,3,3,1000-1150,tr,220 HED,McLaughlin K,$
ENVS 203,Intro Env Stu: Hum,1,4.00 cr.,+ Dis,12164,18,24,1000-1050,f,112 LIL,tba,AU
ARTM 404,Internship,,1.00-12.00 cr.,,10736,9,10,tba,tba,tba,STAFF,
CDS 450,Intro Lang Develop,,4.00 cr.,,11211,61,108,0800-0950,mw,220 HED,Moore H,!
HPHY 321,Human Anatomy I,,5.00 cr.,+ Lab,12885,19,20,1800-1950,t,053 KLA,tba,b
ENVS 467,Sustain Agriculture,,4.00 cr.,,12194,0,45,1000-1150,tr,30 PAC,Martin G,!$h
ARCH 606,Sp Pr Hist Sustain Des,,2.00 cr.,,10517,18,18,1700-1850,r,TBA,Kwok A,
ARTS 405,Reading,,1.00-6.00 cr.,,10825,10,10,tba,tba,tba,STAFF,
ENG 322,English Novel,1,4.00 cr.,,12095,15,30,1000-1050,mwf,307 VOL,O'Fallon K,
ENG 110,Intro to Film & Media,1,4.00 cr.,,12061,0,10,1600-1750,mw,260 CON,tba,L
GEOG 141,Natural Environment,3,4.00 cr.,+ Dis,12468,13,23,1100-1150,r,206 CON,tba,
ANTH 615,Proseminar in Anth,,2.00 cr.,,10345,6,10,1600-1750,m,313 CON,Frost S,
ES 101,Intro Ethnic Studies,2 AC,4.00 cr.,+ Dis,12214,13,25,1600-1650,r,373 MCK,Francisco N,
AEIS 110,Intro Academic Writing,,4.00 cr.,,10168,17,18,1400-1550,mw,322 LIB,Evans B,!Aa
ENG 265,Hist of Motion Picture,1,4.00 cr.,Lecture,12083,0,50,1400-1450,t,180 PLC,Aronson M,LU
GER 609,Prac Language Teach,,1.00-16.00 cr.,,12690,15,15,0800-0850,m,206 FR,Vogel M,
AAD 405,Reading,,1.00-6.00 cr.,,10063,20,20,tba,tba,tba,STAFF,
DAN 408,Wrk Rehearsal & Perf,,1.00-3.00 cr.,,11770,25,25,1600-1750,mtwrf,353 GRX,Chatfield S,!b
CH 227,Gen Chemistry Lab,,2.00 cr.,+ Lab,11277,12,20,0800-1050,w,109 KLA,Greenbowe T,A
DAN 452,Dance Composition III,IC,3.00 cr.,,17142,4,10,1200-1350,mw,354 GRX,Mockli S,!$
GEOL 316,Intro Hydrogeology,,4.00 cr.,+ Lab,12594,0,16,1530-1620,r,254 COL,tba,
COLT 608,Colloquium,,1.00 cr.,,11666,14,15,1400-1550,f 9/30,312 VIL,Teo T,PV
CDS 607,Sem Cultrl Ling Divers,,1.00 cr.,,16810,60,60,0800-0850,f,220 HED,Bender F,
CH 401,Res Prot-DNA Interact,,1.00-16.00 cr.,,11356,1,1,tba,tba,tba,von Hippel P,k
BI 403,Thesis,,1.00-9.00 cr.,,11081,10,10,tba,,OIMB,STAFF,
ACTG 340,Actg for Entrepreneurs,,4.00 cr.,,10108,0,43,1000-1150,mw,275 LIL,Dolan S,AM
BI 407,Sem Marine Biology,,2.00 cr.,,11087,17,24,1530-1650,f,OIMB,Maslakova S,
FHS 407,Sem K-12,,Education,2.00 cr.,,12253,17,35,1200-1350,r,146 HED,Belcher D
INTL 260,Cul| Capital| & Global,2 IC,4.00 cr.,+ Dis,13061,26,31,1000-1050,f,101 LIB,tba,
ARTF 405,Reading,,1.00-6.00 cr.,,10722,10,10,tba,tba,tba,STAFF,
EDST 111,Educ Iss & Problems,2,4.00 cr.,+ Dis,11990,15,25,1400-1450,r,253 STB,Graham M,
ARCH 484,Arch Design,,6.00 cr.,,10437,17,17,1300-1650,mwf,TBA,tba,!$M
GRK 405,Reading,,1.00-4.00 cr.,,12698,10,10,tba,tba,tba,STAFF,
ARB 405,Reading,,1.00-4.00 cr.,,10356,10,10,tba,tba,tba,STAFF,
ENG 569,Top Lit & Environment,,4.00 cr.,,16995,13,25,1400-1450,mwf,307 VOL,Dawson B,
IARC 492,Electric Lighting,,3.00 cr.,,13016,0,14,1800-1920,tr,206 LA,Cartwright V,!M
GER 327,German for Read Knowl,,4.00 cr.,,12667,9,12,0900-0950,mwf,627 PLC,tba,
CIS 110,Fluency with Info Tech,3,4.00 cr.,+ Lab,11511,6,32,1200-1250,m,026 KLA,tba,
CHN 407,Sem Novels,,4.00 cr.,,16086,19,20,1600-1850,w,45 COL,Epstein M,
BI 214,Gen Bio IV: Mechanisms,3,4.00 cr.,+ Lab,10983,0,28,1300-1550,w,13 KLA,Kelly A,b
EC 580,International Finance,,4.00 cr.,,16471,0,80,1400-1520,mw,302 GER,Chakraborty S,
CIS 210,Computer Science I,4,4.00 cr.,Lecture,11539,0,98,1300-1350,mwf,110 FEN,Sventek J,!A
BI 214,Gen Bio IV: Mechanisms,3,4.00 cr.,Lecture,10980,16,249,1000-1050,mwf,180 PLC,Kelly A,!$
GER 311,Interm Lang Training,1,4.00 cr.,,12665,3,16,0900-0950,mwf,221 FR,tba,!A
